date,DDD_CAR,DDD_X,FF_AVG,FF_X,RH_AVG,RR,SS,TAVG,TN,TX
2014-06-15,N ,350.0,1.0,3.0,89.0,11.6,2.6,21.0,18.0,24.6
2014-06-16,N ,290.0,1.0,3.0,84.0,10.3,0.5,22.2,19.0,26.8
2014-06-17,N ,320.0,0.0,3.0,89.0,30.2,2.9,22.4,20.0,26.2
2014-06-18,NW,320.0,1.0,3.0,86.0,2.7,3.2,21.9,19.0,26.4
2014-06-19,N ,330.0,0.0,2.0,90.0,9.6,4.8,21.2,18.0,24.6
2014-06-20,N ,300.0,1.0,2.0,82.0,0.0,0.1,22.9,19.0,27.8
2014-06-21,N ,330.0,1.0,2.0,87.0,0.5,6.3,21.7,19.0,27.5
2014-06-22,N ,330.0,0.0,3.0,86.0,10.2,3.0,22.0,19.0,27.4
2014-06-23,N ,330.0,1.0,3.0,86.0,4.7,5.9,22.3,19.0,27.0
2014-06-24,N ,130.0,0.0,2.0,83.0,0.0,4.0,22.5,19.0,27.4
2014-06-25,N ,330.0,0.0,2.0,91.0,0.0,2.1,21.6,19.0,26.3
2014-06-26,N ,320.0,0.0,2.0,92.0,16.4,0.3,21.3,19.0,24.4
2014-06-27,N ,330.0,1.0,2.0,92.0,1.0,0.4,20.6,18.0,24.3
2014-06-28,N ,280.0,0.0,2.0,87.0,0.0,0.0,21.1,18.0,24.8
2014-06-29,N ,290.0,0.0,2.0,84.0,0.0,1.1,21.7,18.0,25.6
2014-06-30,N ,310.0,0.0,2.0,77.0,0.0,2.7,21.6,18.0,27.8
2014-07-01,N ,300.0,0.0,2.0,79.0,0.0,3.4,21.2,17.0,26.3
2014-07-02,N ,320.0,0.0,1.0,88.0,0.0,7.0,20.6,18.0,24.6
2014-07-03,N ,330.0,1.0,3.0,79.0,1.2,0.8,21.5,17.0,26.8
2014-07-04,N ,340.0,0.0,2.0,81.0,0.0,5.1,22.0,17.0,27.0
2014-07-05,N ,190.0,0.0,2.0,90.0,0.0,5.2,21.6,19.0,25.5
2014-07-06,N ,320.0,0.0,2.0,92.0,34.5,1.6,21.4,19.0,25.2
2014-07-07,N ,350.0,0.0,1.0,90.0,1.5,1.3,20.7,18.0,24.3
2014-07-08,N ,320.0,0.0,2.0,90.0,0.6,1.4,21.0,19.0,23.6
2014-07-09,N ,320.0,0.0,3.0,88.0,17.5,0.0,21.7,19.0,25.8
2014-07-10,N ,340.0,0.0,3.0,89.0,2.6,2.4,22.0,19.0,26.0
2014-07-11,N ,310.0,0.0,2.0,93.0,7.2,3.5,20.8,18.0,25.2
2014-07-12,N ,110.0,0.0,3.0,94.0,6.5,3.6,20.6,18.0,24.2
2014-07-13,N ,210.0,1.0,4.0,97.0,54.7,1.2,19.2,19.0,21.3
2014-07-14,SE,330.0,1.0,3.0,63.0,23.6,0.0,23.3,18.0,27.0
2014-07-15,N ,310.0,1.0,3.0,77.0,0.0,9.3,22.2,18.0,27.3
2014-07-16,N ,340.0,1.0,2.0,82.0,0.0,8.5,21.5,17.0,26.8
2014-07-17,N ,270.0,1.0,3.0,78.0,0.0,6.8,21.9,19.0,27.2
2014-07-18,N ,270.0,1.0,3.0,85.0,0.0,6.9,21.6,17.0,28.0
2014-07-19,N ,210.0,1.0,3.0,84.0,0.0,7.4,21.6,18.0,26.0
2014-07-20,N ,300.0,1.0,3.0,92.0,70.5,5.4,20.7,18.0,25.8
2014-07-21,N ,300.0,0.0,2.0,90.0,54.5,5.5,20.9,18.0,26.0
2014-07-22,N ,330.0,1.0,3.0,86.0,0.6,5.4,22.2,18.0,27.2
2014-07-23,N ,330.0,0.0,2.0,88.0,0.8,7.3,20.9,19.0,25.4
2014-07-24,N ,320.0,0.0,2.0,79.0,0.4,1.2,21.6,18.0,26.4
2014-07-25,N ,330.0,0.0,3.0,84.0,0.0,5.0,21.5,18.0,26.4
2014-07-26,N ,300.0,0.0,2.0,94.0,0.1,2.3,19.7,18.0,24.6
2014-07-27,N ,20.0,0.0,2.0,92.0,66.4,2.1,20.5,18.0,25.3
2014-07-28,N ,320.0,0.0,3.0,84.0,0.8,1.1,20.9,18.0,26.8
2014-07-29,N ,170.0,0.0,3.0,85.0,0.0,8.0,21.7,18.0,28.0
2014-07-30,N ,310.0,1.0,2.0,85.0,0.1,6.9,21.4,18.0,26.8
2014-07-31,N ,330.0,1.0,3.0,80.0,0.0,6.6,21.2,18.0,25.5
2014-08-01,N ,310.0,0.0,2.0,81.0,0.0,4.2,21.4,18.0,26.8
2014-08-02,N ,310.0,0.0,2.0,83.0,0.0,8.9,20.8,17.0,25.4
2014-08-03,N ,330.0,1.0,3.0,89.0,2.8,6.0,20.7,17.0,26.0
2014-08-04,N ,320.0,1.0,3.0,91.0,7.4,4.2,20.7,18.0,25.1
2014-08-05,N ,100.0,1.0,3.0,82.0,59.0,4.8,21.9,17.0,27.8
2014-08-06,E ,30.0,1.0,2.0,73.0,0.0,6.7,23.1,19.0,27.0
2014-08-07,N ,340.0,0.0,2.0,83.0,0.0,8.8,21.8,17.0,26.6
2014-08-08,N ,320.0,0.0,2.0,83.0,0.0,8.8,21.2,17.0,26.7
2014-08-09,N ,310.0,1.0,3.0,81.0,0.0,5.3,21.8,18.0,27.9
2014-08-10,N ,270.0,0.0,2.0,87.0,0.0,7.2,20.8,17.0,26.0
2014-08-11,N ,170.0,0.0,2.0,95.0,10.4,3.0,20.1,18.0,24.2
2014-08-12,N ,340.0,1.0,3.0,89.0,24.2,2.3,19.9,17.0,24.8
2014-08-13,N ,330.0,0.0,2.0,89.0,35.3,4.2,20.6,17.0,26.0
2014-08-14,N ,280.0,0.0,2.0,85.0,0.3,5.7,20.6,16.0,25.2
2014-08-15,N ,330.0,0.0,2.0,89.0,9.0,5.4,20.7,17.0,25.6
2014-08-16,N ,320.0,0.0,3.0,83.0,0.2,4.8,20.8,17.0,25.4
2014-08-17,N ,320.0,1.0,3.0,82.0,0.0,6.2,20.7,17.0,26.4
2014-08-18,N ,300.0,0.0,3.0,83.0,0.0,7.0,20.4,17.0,25.0
2014-08-19,N ,320.0,1.0,2.0,81.0,0.0,4.2,20.6,17.0,25.3
2014-08-20,N ,320.0,1.0,3.0,78.0,0.0,5.2,20.2,17.0,26.6
2014-08-21,N ,330.0,0.0,2.0,84.0,9.8,7.6,20.8,16.0,26.2
2014-08-22,N ,250.0,0.0,2.0,77.0,0.3,6.0,21.9,17.0,27.8
2014-08-23,N ,320.0,0.0,2.0,86.0,0.0,9.1,21.9,18.0,27.2
2014-08-24,N ,310.0,0.0,2.0,90.0,6.0,6.1,20.9,18.0,25.4
2014-08-25,N ,320.0,0.0,3.0,87.0,5.4,3.8,21.2,18.0,25.8
2014-08-26,N ,330.0,1.0,4.0,86.0,23.8,3.9,20.5,17.0,26.0
2014-08-27,N ,320.0,0.0,2.0,85.0,2.2,6.7,20.6,16.0,25.8
2014-08-28,N ,330.0,1.0,3.0,83.0,0.0,5.7,19.9,17.0,25.6
2014-08-29,N ,280.0,0.0,2.0,92.0,26.5,4.4,19.9,17.0,24.6
2014-08-30,N ,330.0,1.0,3.0,84.0,26.9,3.2,20.6,17.0,25.2
2014-08-31,N ,320.0,0.0,3.0,87.0,0.3,4.1,20.8,17.0,25.7
2014-09-01,N ,300.0,0.0,2.0,90.0,0.0,6.1,20.7,17.0,25.2
2014-09-02,N ,320.0,1.0,3.0,87.0,0.8,3.0,21.5,17.0,26.8
2014-09-03,N ,330.0,1.0,3.0,83.0,0.0,5.4,21.9,17.0,27.4
2014-09-04,N ,330.0,0.0,2.0,78.0,0.0,7.6,21.2,17.0,26.8
2014-09-05,N ,300.0,0.0,2.0,68.0,0.0,4.4,20.8,17.0,27.2
2014-09-06,N ,310.0,0.0,2.0,83.0,0.0,7.4,21.0,17.0,25.6
2014-09-07,N ,50.0,0.0,2.0,82.0,0.0,7.2,22.3,17.0,28.0
2014-09-08,N ,300.0,0.0,2.0,82.0,0.0,6.7,21.1,17.0,26.4
2014-09-09,N ,290.0,0.0,2.0,77.0,0.0,5.8,21.8,18.0,26.8
2014-09-10,N ,270.0,1.0,3.0,81.0,0.0,5.5,20.9,17.0,26.8
2014-09-11,N ,320.0,1.0,3.0,80.0,0.0,7.0,20.6,17.0,26.8
2014-09-12,N ,280.0,0.0,3.0,77.0,0.0,6.1,21.5,17.0,27.6
2014-09-13,N ,110.0,0.0,2.0,81.0,0.0,6.6,21.1,17.0,26.4
2014-09-14,N ,280.0,0.0,2.0,78.0,0.0,8.0,21.4,17.0,27.8
2014-09-15,N ,300.0,0.0,2.0,72.0,0.0,8.6,21.0,17.0,26.6
2014-09-16,N ,250.0,0.0,2.0,69.0,0.0,6.5,21.0,16.0,27.6
2014-09-17,N ,300.0,0.0,2.0,73.0,0.0,7.6,21.8,17.0,27.7
2014-09-18,N ,40.0,1.0,3.0,74.0,0.0,9.6,22.7,17.0,28.9
2014-09-19,N ,40.0,0.0,2.0,72.0,0.0,9.2,23.7,19.0,28.6
2014-09-20,N ,300.0,0.0,2.0,88.0,0.0,6.6,21.1,19.0,25.4
2014-09-21,N ,320.0,0.0,2.0,82.0,32.4,3.6,21.3,17.0,27.6
2014-09-22,N ,160.0,1.0,3.0,69.0,0.0,8.5,22.0,17.0,27.2
2014-09-23,N ,60.0,1.0,4.0,72.0,0.0,8.9,21.8,16.0,27.7
2014-09-24,N ,60.0,1.0,4.0,58.0,0.0,9.2,22.9,17.0,29.0
2014-09-25,N ,280.0,0.0,3.0,74.0,0.0,9.7,21.6,18.0,26.6
2014-09-26,N ,60.0,0.0,1.0,65.0,0.0,5.4,21.0,17.0,26.8
2014-09-27,N ,260.0,0.0,2.0,62.0,0.0,6.6,21.6,16.0,28.0
2014-09-28,N ,260.0,0.0,2.0,73.0,0.0,8.0,21.8,17.0,27.2
2014-09-29,N ,320.0,1.0,3.0,87.0,0.0,5.9,21.1,17.0,27.4
2014-09-30,N ,320.0,0.0,3.0,79.0,0.4,6.4,21.2,17.0,27.0
2014-10-01,N ,310.0,1.0,2.0,84.0,0.0,5.6,21.1,18.0,25.7
2014-10-02,N ,310.0,0.0,2.0,85.0,0.0,3.8,21.3,18.0,26.4
2014-10-03,N ,260.0,0.0,2.0,82.0,0.0,4.8,21.2,18.0,26.7
2014-10-04,N ,90.0,0.0,2.0,76.0,0.0,4.9,21.9,18.0,27.6
2014-10-05,N ,320.0,0.0,0.0,78.0,0.0,7.0,20.9,18.0,26.7
2014-10-06,N ,310.0,0.0,2.0,83.0,,5.4,20.6,18.0,25.0
2014-10-07,N ,330.0,0.0,2.0,77.0,0.0,0.7,21.9,18.0,27.4
2014-10-08,N ,310.0,1.0,3.0,83.0,2.5,3.9,21.2,18.0,27.2
2014-10-09,N ,290.0,1.0,3.0,72.0,5.9,1.5,22.3,16.0,28.1
2014-10-10,N ,50.0,1.0,4.0,66.0,0.0,7.1,22.0,17.0,29.4
2014-10-11,N ,60.0,0.0,3.0,61.0,0.0,8.4,23.8,17.0,31.0
2014-10-12,N ,310.0,0.0,1.0,76.0,0.0,8.0,22.7,18.0,27.8
2014-10-13,N ,300.0,0.0,3.0,82.0,0.0,6.0,21.5,17.0,27.5
2014-10-14,N ,310.0,1.0,3.0,87.0,14.3,4.5,21.5,19.0,26.6
2014-10-15,N ,320.0,0.0,2.0,89.0,0.0,2.3,20.9,19.0,26.1
2014-10-16,N ,80.0,1.0,3.0,85.0,18.8,3.9,22.4,19.0,28.5
2014-10-17,N ,330.0,1.0,2.0,85.0,0.4,7.4,21.7,18.0,28.4
2014-10-18,N ,70.0,1.0,3.0,76.0,0.0,8.4,23.1,18.0,29.1
2014-10-19,N ,310.0,0.0,2.0,79.0,0.0,6.3,22.3,18.0,28.0
2014-10-20,N ,40.0,1.0,2.0,75.0,0.0,3.8,22.9,19.0,28.4
2014-10-21,N ,80.0,1.0,3.0,78.0,0.0,7.6,22.7,19.0,27.9
2014-10-22,W ,20.0,1.0,2.0,80.0,0.0,4.7,22.7,19.0,27.6
2014-10-23,N ,330.0,0.0,2.0,88.0,5.3,5.9,20.9,17.0,25.4
2014-10-24,N ,320.0,1.0,3.0,84.0,10.5,3.3,21.6,17.0,27.4
2014-10-25,N ,300.0,0.0,1.0,85.0,0.3,6.1,21.2,17.0,27.2
2014-10-26,N ,120.0,0.0,2.0,87.0,9.5,5.4,21.9,18.0,27.4
2014-10-27,N ,320.0,1.0,4.0,90.0,21.5,4.9,20.9,17.0,27.2
2014-10-28,N ,280.0,0.0,2.0,84.0,0.0,7.0,21.4,18.0,26.1
2014-10-29,N ,320.0,0.0,4.0,88.0,0.2,4.1,21.0,19.0,25.4
2014-10-30,N ,50.0,0.0,1.0,88.0,5.0,3.4,21.8,19.0,26.0
2014-10-31,N ,100.0,0.0,0.0,86.0,0.0,1.2,24.1,18.0,25.8
2014-11-01,N ,210.0,0.0,2.0,84.0,26.0,3.4,22.7,19.0,27.6
2014-11-02,N ,320.0,1.0,3.0,81.0,0.8,6.9,22.5,19.0,28.4
2014-11-03,N ,40.0,1.0,3.0,84.0,26.0,7.2,22.4,19.0,28.0
2014-11-04,N ,40.0,0.0,3.0,82.0,0.0,7.7,22.5,18.0,27.6
2014-11-05,N ,300.0,1.0,2.0,89.0,41.0,7.6,21.5,19.0,25.9
2014-11-06,N ,290.0,0.0,2.0,85.0,3.6,0.0,21.4,18.0,26.7
2014-11-07,N ,300.0,0.0,2.0,92.0,6.9,7.3,20.6,19.0,24.2
2014-11-08,N ,310.0,0.0,2.0,89.0,0.3,0.7,20.2,18.0,26.8
2014-11-09,N ,340.0,0.0,2.0,89.0,20.8,3.5,21.6,19.0,25.8
2014-11-10,N ,270.0,0.0,2.0,88.0,11.1,3.7,21.6,18.0,26.5
2014-11-11,N ,350.0,0.0,2.0,96.0,50.0,4.5,20.1,18.0,23.5
2014-11-12,N ,280.0,1.0,3.0,86.0,25.8,0.6,21.8,19.0,26.4
2014-11-13,N ,280.0,0.0,2.0,88.0,33.4,4.1,20.3,18.0,24.7
2014-11-14,N ,300.0,0.0,2.0,90.0,49.6,3.1,21.1,18.0,24.2
2014-11-15,N ,330.0,0.0,2.0,82.0,0.2,1.2,22.3,19.0,26.8
2014-11-16,N ,290.0,0.0,2.0,88.0,0.0,6.5,21.6,19.0,25.8
2014-11-17,N ,310.0,0.0,2.0,92.0,49.3,2.1,20.8,18.0,24.8
2014-11-18,N ,350.0,0.0,2.0,95.0,35.9,2.4,20.2,18.0,24.1
2014-11-19,N ,310.0,0.0,3.0,91.0,2.0,1.8,21.1,19.0,25.9
2014-11-20,N ,80.0,1.0,3.0,85.0,86.5,4.6,22.5,19.0,26.8
2014-11-21,N ,320.0,0.0,2.0,90.0,0.0,6.7,21.8,19.0,27.0
2014-11-22,N ,340.0,1.0,2.0,89.0,1.0,3.0,21.5,18.0,26.6
2014-11-23,N ,50.0,0.0,3.0,85.0,1.3,6.1,22.3,18.0,28.4
2014-11-24,N ,290.0,1.0,2.0,91.0,5.7,7.3,20.9,19.0,25.5
2014-11-25,N ,360.0,0.0,2.0,92.0,17.9,3.3,20.8,19.0,25.8
2014-11-26,N ,330.0,0.0,2.0,93.0,27.5,4.9,20.8,19.0,25.6
2014-11-27,N ,320.0,0.0,3.0,86.0,6.8,1.8,22.2,19.0,28.2
2014-11-28,N ,320.0,0.0,2.0,89.0,,6.5,20.8,19.0,26.2
2014-11-29,N ,310.0,0.0,2.0,88.0,3.9,3.1,21.4,19.0,25.6
2014-11-30,N ,230.0,1.0,2.0,82.0,15.0,1.7,21.9,19.0,25.5
2014-12-01,N ,40.0,0.0,2.0,74.0,0.0,0.8,23.1,19.0,28.5
2014-12-02,N ,30.0,0.0,2.0,89.0,0.0,2.3,20.8,19.0,24.6
2014-12-03,N ,350.0,0.0,1.0,88.0,0.4,0.0,21.1,19.0,26.0
2014-12-04,N ,290.0,0.0,3.0,86.0,,3.2,21.6,18.0,25.8
2014-12-05,N ,10.0,0.0,2.0,90.0,0.0,0.6,21.0,19.0,24.8
2014-12-06,N ,300.0,0.0,2.0,88.0,2.7,0.3,21.2,18.0,25.9
2014-12-07,N ,160.0,0.0,2.0,90.0,3.3,0.8,20.6,18.0,25.0
2014-12-08,N ,290.0,0.0,2.0,89.0,3.0,,21.2,19.0,25.2
2014-12-09,N ,270.0,1.0,1.0,90.0,2.5,2.6,21.3,20.0,24.1
2014-12-10,N ,340.0,1.0,2.0,84.0,0.0,0.9,21.4,18.0,25.4
2014-12-11,N ,310.0,1.0,2.0,84.0,1.4,3.5,22.2,18.0,26.6
2014-12-12,N ,290.0,0.0,2.0,80.0,,5.2,22.2,20.0,25.0
2014-12-13,N ,160.0,0.0,2.0,89.0,3.7,0.4,21.4,20.0,23.9
2014-12-14,N ,250.0,0.0,2.0,87.0,0.0,,21.7,19.0,25.8
2014-12-15,N ,340.0,0.0,3.0,84.0,,4.0,22.8,20.0,26.4
2014-12-16,N ,320.0,0.0,3.0,89.0,,3.0,21.9,20.0,24.4
2014-12-17,N ,250.0,0.0,2.0,84.0,3.3,2.9,22.4,18.0,27.6
2014-12-18,N ,320.0,0.0,3.0,85.0,,,22.5,20.0,27.6
2014-12-19,N ,330.0,1.0,2.0,90.0,7.8,1.6,21.4,19.0,26.3
2014-12-20,N ,290.0,0.0,4.0,93.0,75.2,2.2,20.7,19.0,24.8
2014-12-21,N ,320.0,0.0,2.0,,15.5,2.9,,,26.6
2014-12-22,N ,280.0,0.0,1.0,95.0,91.5,3.2,20.9,20.0,24.4
2014-12-23,N ,310.0,1.0,3.0,88.0,52.0,,21.5,19.0,
2014-12-24,N ,330.0,0.0,2.0,87.0,26.7,4.6,21.1,19.0,27.9
2014-12-25,N ,300.0,0.0,3.0,90.0,33.5,4.7,21.7,19.0,25.8
2014-12-26,N ,360.0,0.0,3.0,91.0,6.9,2.7,21.4,20.0,26.9
2014-12-27,N ,330.0,0.0,2.0,,109.9,2.2,,20.0,
2014-12-28,,,,,,,,,,
2014-12-29,N ,280.0,0.0,2.0,83.0,4.9,0.0,22.0,19.0,26.6
2014-12-30,N ,210.0,0.0,2.0,,,2.7,,19.0,
2014-12-31,N ,330.0,1.0,5.0,94.0,1.5,0.9,20.3,20.0,
2015-01-01,N ,320.0,1.0,3.0,88.0,6.2,0.2,20.8,18.0,24.9
2015-01-02,N ,300.0,0.0,2.0,87.0,4.0,0.1,21.2,18.0,24.4
2015-01-03,N ,280.0,0.0,1.0,93.0,0.8,,20.0,,22.6
2015-01-04,N ,310.0,1.0,2.0,94.0,13.2,0.2,19.6,19.0,21.7
2015-01-05,N ,330.0,1.0,3.0,85.0,25.2,0.0,21.5,19.0,27.0
2015-01-06,N ,320.0,0.0,2.0,86.0,0.0,3.8,20.6,19.0,24.6
2015-01-07,N ,160.0,0.0,2.0,90.0,2.8,1.9,21.0,18.0,25.7
2015-01-08,SW,280.0,1.0,2.0,79.0,7.8,3.5,22.4,19.0,27.4
2015-01-09,W ,270.0,1.0,3.0,83.0,,5.3,21.6,20.0,26.2
2015-01-10,N ,250.0,1.0,2.0,,0.1,,,19.0,26.2
2015-01-11,N ,210.0,0.0,2.0,82.0,,3.2,21.2,18.0,25.2
2015-01-12,N ,0.0,0.0,0.0,92.0,0.4,4.2,20.5,18.0,23.8
2015-01-13,N ,340.0,0.0,2.0,92.0,5.5,3.5,20.7,19.0,24.2
2015-01-14,N ,320.0,0.0,2.0,90.0,24.5,1.0,20.5,18.0,27.6
2015-01-15,N ,290.0,0.0,2.0,85.0,11.5,1.1,21.8,19.0,25.6
2015-01-16,N ,200.0,0.0,2.0,91.0,3.0,,20.2,18.0,
2015-01-17,N ,180.0,0.0,2.0,92.0,9.3,1.8,20.4,19.0,23.3
2015-01-18,,,,,,,,,,
2015-01-19,N ,330.0,0.0,2.0,97.0,1.8,0.0,19.4,19.0,21.4
2015-01-20,N ,310.0,0.0,2.0,94.0,6.8,0.0,19.5,18.0,
2015-01-21,,,,,,,,,,
2015-01-22,N ,340.0,1.0,3.0,98.0,41.5,,19.5,18.0,
2015-01-23,N ,220.0,0.0,1.0,96.0,32.8,0.7,19.2,18.0,21.5
2015-01-24,N ,320.0,0.0,2.0,95.0,0.5,0.0,19.8,18.0,23.8
2015-01-25,N ,20.0,0.0,2.0,93.0,22.7,0.6,20.2,18.0,
2015-01-26,N ,340.0,0.0,2.0,93.0,10.4,1.6,20.1,18.0,22.8
2015-01-27,N ,340.0,0.0,2.0,,4.8,1.9,,18.0,
2015-01-28,N ,300.0,1.0,3.0,92.0,5.0,0.7,20.5,18.0,24.8
2015-01-29,N ,320.0,1.0,2.0,88.0,36.2,3.4,20.9,18.0,26.2
2015-01-30,N ,20.0,0.0,2.0,,0.4,5.1,,18.0,
2015-01-31,N ,310.0,0.0,2.0,95.0,7.0,,20.1,,23.2
2015-02-01,,,,,,,,,,
2015-02-02,N ,330.0,0.0,2.0,,36.8,,,18.0,
2015-02-03,N ,10.0,0.0,2.0,,0.0,0.5,,19.0,
2015-02-04,NW,310.0,1.0,2.0,,13.7,0.2,,18.0,
2015-02-05,NW,330.0,1.0,3.0,,36.0,0.0,,,
2015-02-06,N ,320.0,0.0,3.0,,2.8,1.6,,19.0,
2015-02-07,N ,270.0,0.0,0.0,,25.3,0.0,,18.0,
2015-02-08,N ,330.0,0.0,1.0,,8.2,2.0,,19.0,
2015-02-09,N ,320.0,0.0,1.0,98.0,37.0,1.3,19.4,19.0,20.2
2015-02-10,N ,330.0,0.0,2.0,,38.6,0.0,,18.0,
2015-02-11,N ,350.0,0.0,2.0,98.0,4.9,0.6,19.0,18.0,22.4
2015-02-12,N ,320.0,1.0,3.0,95.0,1.7,0.0,19.8,18.0,23.2
2015-02-13,,,,,,,,,,
2015-02-14,N ,350.0,0.0,1.0,,18.0,,,,
2015-02-15,NW,280.0,1.0,2.0,,0.0,4.0,,18.0,
2015-02-16,N ,340.0,0.0,2.0,93.0,7.0,4.2,20.3,18.0,25.5
2015-02-17,N ,260.0,0.0,1.0,,3.6,,,,
2015-02-18,N ,310.0,0.0,3.0,,9.1,1.8,,19.0,
2015-02-19,N ,320.0,0.0,2.0,,71.8,2.2,,19.0,
2015-02-20,N ,320.0,0.0,2.0,,13.0,0.0,,19.0,25.2
2015-02-21,N ,10.0,0.0,2.0,68.0,0.0,2.0,22.4,18.0,27.8
2015-02-22,,,,,,,,,,
2015-02-23,,,,,,,,,,
2015-02-24,N ,340.0,0.0,1.0,79.0,2.7,3.4,22.4,19.0,26.6
2015-02-25,N ,320.0,0.0,2.0,80.0,0.0,7.1,21.9,18.0,27.4
2015-02-26,N ,330.0,1.0,3.0,,0.7,,,,27.4
2015-02-27,N ,80.0,0.0,3.0,89.0,0.0,4.7,21.0,19.0,26.1
2015-02-28,N ,340.0,1.0,3.0,,14.5,2.3,,20.0,
2015-03-01,N ,340.0,0.0,3.0,93.0,52.0,1.0,20.5,19.0,23.8
2015-03-02,N ,330.0,1.0,4.0,94.0,10.6,2.1,19.7,18.0,23.9
2015-03-03,N ,310.0,1.0,2.0,,31.1,2.9,,19.0,24.2
2015-03-04,N ,330.0,1.0,3.0,,2.2,1.1,,18.0,
2015-03-05,N ,310.0,0.0,2.0,87.0,0.0,1.1,20.7,19.0,24.2
2015-03-06,N ,300.0,0.0,2.0,84.0,2.4,1.3,21.7,19.0,26.2
2015-03-07,,,,,,,,,,
2015-03-08,N ,240.0,0.0,2.0,91.0,0.1,0.3,19.9,19.0,21.3
2015-03-09,N ,300.0,0.0,2.0,84.0,15.9,0.0,20.8,18.0,24.9
2015-03-10,N ,240.0,1.0,3.0,87.0,6.2,4.2,20.8,18.0,25.8
2015-03-11,N ,320.0,0.0,3.0,,0.8,4.0,,18.0,
2015-03-12,W ,290.0,1.0,3.0,,18.8,,,19.0,23.8
2015-03-13,N ,310.0,0.0,2.0,91.0,2.4,3.0,20.9,19.0,
2015-03-14,N ,340.0,1.0,3.0,90.0,4.8,2.7,20.8,19.0,24.8
2015-03-15,,,,,,,,,,
2015-03-16,,,,,,,,,,
2015-03-17,N ,290.0,0.0,1.0,82.0,0.0,6.2,21.7,18.0,27.8
2015-03-18,N ,310.0,0.0,1.0,86.0,0.0,7.8,21.6,19.0,26.2
2015-03-19,N ,330.0,0.0,3.0,91.0,10.9,4.0,21.2,19.0,26.3
2015-03-20,N ,330.0,0.0,2.0,85.0,67.8,3.6,21.8,19.0,26.0
2015-03-21,N ,290.0,0.0,1.0,,5.0,0.8,,19.0,
2015-03-22,,,,,,,,,,
2015-03-23,N ,260.0,0.0,3.0,84.0,37.0,4.5,21.3,18.0,
2015-03-24,N ,290.0,0.0,2.0,92.0,,,20.7,19.0,25.0
2015-03-25,N ,320.0,1.0,3.0,,5.9,2.5,,18.0,
2015-03-26,N ,320.0,0.0,3.0,,17.6,4.1,,19.0,25.0
2015-03-27,N ,330.0,1.0,4.0,87.0,6.5,2.7,21.7,18.0,
2015-03-28,N ,240.0,0.0,2.0,85.0,0.8,6.8,21.6,18.0,26.9
2015-03-29,N ,360.0,0.0,2.0,,1.2,6.0,,19.0,
2015-03-30,,,,,,,,,,
2015-03-31,N ,320.0,0.0,2.0,93.0,35.7,3.3,21.4,19.0,25.6
2015-04-01,N ,320.0,1.0,2.0,94.0,32.0,4.5,21.8,19.0,26.2
2015-04-02,N ,330.0,0.0,2.0,92.0,2.2,4.0,21.6,20.0,25.8
2015-04-03,N ,280.0,0.0,2.0,91.0,11.5,0.6,21.6,19.0,26.2
2015-04-04,N ,40.0,0.0,1.0,89.0,2.6,2.7,21.0,20.0,26.0
2015-04-05,N ,160.0,1.0,4.0,91.0,13.7,2.1,21.3,18.0,25.6
2015-04-06,N ,50.0,1.0,3.0,85.0,0.0,4.7,22.3,18.0,28.0
2015-04-07,N ,50.0,0.0,2.0,83.0,1.7,,22.0,19.0,26.4
2015-04-08,N ,340.0,0.0,2.0,85.0,,4.0,22.2,19.0,26.2
2015-04-09,N ,340.0,1.0,5.0,90.0,1.3,5.5,21.7,19.0,26.8
2015-04-10,N ,340.0,0.0,2.0,85.0,0.3,5.2,22.6,19.0,28.5
2015-04-11,N ,340.0,0.0,1.0,85.0,0.0,7.6,22.7,19.0,27.5
2015-04-12,N ,330.0,0.0,2.0,91.0,14.4,4.2,21.1,19.0,25.2
2015-04-13,,,,,,,,,,
2015-04-14,N ,320.0,0.0,2.0,90.0,,0.6,20.7,19.0,26.2
2015-04-15,N ,300.0,0.0,2.0,93.0,20.9,2.1,20.4,18.0,25.2
2015-04-16,N ,290.0,0.0,2.0,89.0,11.9,,22.2,19.0,27.4
2015-04-17,N ,310.0,0.0,3.0,91.0,1.1,3.4,21.7,20.0,27.6
2015-04-18,,,,,,,,,,
2015-04-19,,,,,,,,,,
2015-04-20,N ,340.0,0.0,3.0,,1.0,,,19.0,
2015-04-21,N ,340.0,1.0,1.0,,11.0,4.0,,19.0,
2015-04-22,,,,,,,,,,
2015-04-23,N ,310.0,0.0,3.0,84.0,45.1,4.7,22.0,19.0,26.4
2015-04-24,N ,310.0,0.0,3.0,93.0,0.3,,20.5,19.0,
2015-04-25,,,,,,,,,,
2015-04-26,,,,,,,,,,
2015-04-27,W ,320.0,1.0,4.0,89.0,18.1,5.8,20.9,20.0,26.2
2015-04-28,N ,300.0,1.0,3.0,82.0,7.2,3.2,22.7,19.0,22.6
2015-04-29,N ,300.0,0.0,1.0,91.0,,5.6,22.0,18.0,27.2
2015-04-30,N ,300.0,0.0,2.0,83.0,,5.2,22.0,19.0,27.8
2015-05-01,N ,310.0,0.0,2.0,87.0,0.0,0.5,21.2,19.0,26.0
2015-05-02,N ,270.0,0.0,2.0,87.0,12.0,2.8,21.6,19.0,25.8
2015-05-03,N ,250.0,0.0,1.0,93.0,1.7,0.7,20.3,19.0,23.8
